Frame;CaptureTime;LogTime;HMDPosition;HMDRotation;GazeStatus;CombinedGazeForward;CombinedGazePosition;InterPupillaryDistanceInMM;LeftEyeStatus;LeftEyeForward;LeftEyePosition;LeftPupilIrisDiameterRatio;LeftPupilDiameterInMM;LeftIrisDiameterInMM;RightEyeStatus;RightEyeForward;RightEyePosition;RightPupilIrisDiameterRatio;RightPupilDiameterInMM;RightIrisDiameterInMM;FocusDistance;FocusStability
1332037;1000007029988922914;63806103223182;(-0.467, 0.116, -0.165);(0.018, -0.052, 0.041, 0.998);VALID;(0.085, 0.098, 0.992);(0.000, 0.000, 0.000);67.875;VALID;(0.166, 0.087, 0.982);(-0.034, 0.000, 0.000);0.306;4.076;13.304;VALID;(-0.031, 0.108, 0.994);(0.034, 0.000, 0.000);0.302;3.971;13.131;0.3379907;0
1332038;1000007029993923805;63806103223182;(-0.467, 0.116, -0.165);(0.018, -0.052, 0.041, 0.998);VALID;(0.085, 0.097, 0.992);(0.000, 0.000, 0.000);67.875;VALID;(0.168, 0.087, 0.982);(-0.034, 0.000, 0.000);0.306;4.076;13.304;VALID;(-0.031, 0.107, 0.994);(0.034, 0.000, 0.000);0.303;3.974;13.131;0.3350952;0
1332039;1000007029998924585;63806103223182;(-0.467, 0.116, -0.165);(0.018, -0.052, 0.041, 0.998);VALID;(0.085, 0.097, 0.992);(0.000, 0.000, 0.000);67.875;VALID;(0.170, 0.086, 0.982);(-0.034, 0.000, 0.000);0.306;4.075;13.304;VALID;(-0.030, 0.107, 0.994);(0.034, 0.000, 0.000);0.303;3.977;13.131;0.3325329;0
1332040;1000007030003925362;63806103223182;(-0.467, 0.116, -0.165);(0.018, -0.052, 0.041, 0.998);VALID;(0.086, 0.097, 0.992);(0.000, 0.000, 0.000);67.875;VALID;(0.172, 0.086, 0.981);(-0.034, 0.000, 0.000);0.306;4.074;13.304;VALID;(-0.029, 0.107, 0.994);(0.034, 0.000, 0.000);0.303;3.982;13.131;0.3299935;0
1332041;1000007030008929597;63806103223202;(-0.467, 0.117, -0.165);(0.014, -0.052, 0.040, 0.998);VALID;(0.086, 0.097, 0.992);(0.000, 0.000, 0.000);67.875;VALID;(0.174, 0.085, 0.981);(-0.034, 0.000, 0.000);0.306;4.073;13.304;VALID;(-0.029, 0.107, 0.994);(0.034, 0.000, 0.000);0.304;3.985;13.131;0.3281056;0
1332042;1000007030013933817;63806103223202;(-0.467, 0.117, -0.165);(0.014, -0.052, 0.040, 0.998);VALID;(0.087, 0.096, 0.992);(0.000, 0.000, 0.000);67.875;VALID;(0.176, 0.085, 0.981);(-0.034, 0.000, 0.000);0.306;4.075;13.304;VALID;(-0.028, 0.107, 0.994);(0.034, 0.000, 0.000);0.304;3.985;13.131;0.3261603;0
1332043;1000007030018938022;63806103223202;(-0.467, 0.117, -0.165);(0.014, -0.052, 0.040, 0.998);VALID;(0.090, 0.096, 0.991);(0.000, 0.000, 0.000);67.875;VALID;(0.179, 0.085, 0.980);(-0.034, 0.000, 0.000);0.306;4.076;13.304;VALID;(-0.026, 0.106, 0.994);(0.034, 0.000, 0.000);0.304;3.986;13.131;0.3254427;0
1332044;1000007030023942213;63806103223203;(-0.467, 0.117, -0.165);(0.014, -0.052, 0.040, 0.998);VALID;(0.094, 0.095, 0.991);(0.000, 0.000, 0.000);67.875;VALID;(0.181, 0.084, 0.980);(-0.034, 0.000, 0.000);0.306;4.076;13.304;VALID;(-0.024, 0.106, 0.994);(0.034, 0.000, 0.000);0.304;3.986;13.131;0.3235785;0
1332045;1000007030028942982;63806103223223;(-0.466, 0.118, -0.165);(0.012, -0.052, 0.038, 0.998);VALID;(0.100, 0.095, 0.990);(0.000, 0.000, 0.000);67.875;VALID;(0.184, 0.084, 0.979);(-0.034, 0.000, 0.000);0.307;4.078;13.304;VALID;(-0.022, 0.105, 0.994);(0.034, 0.000, 0.000);0.303;3.985;13.131;0.323623;0
1332046;1000007030033943883;63806103223224;(-0.466, 0.118, -0.165);(0.012, -0.052, 0.038, 0.998);VALID;(0.099, 0.095, 0.991);(0.000, 0.000, 0.000);67.875;VALID;(0.186, 0.083, 0.979);(-0.034, 0.000, 0.000);0.307;4.079;13.304;VALID;(-0.021, 0.105, 0.994);(0.034, 0.000, 0.000);0.303;3.980;13.131;0.3211444;0
1332047;1000007030038944917;63806103223224;(-0.466, 0.118, -0.165);(0.012, -0.052, 0.038, 0.998);VALID;(0.101, 0.094, 0.990);(0.000, 0.000, 0.000);67.875;VALID;(0.190, 0.083, 0.978);(-0.034, 0.000, 0.000);0.307;4.085;13.304;VALID;(-0.018, 0.105, 0.994);(0.034, 0.000, 0.000);0.303;3.976;13.131;0.3194224;0
1332048;1000007030043946082;63806103223224;(-0.466, 0.118, -0.165);(0.012, -0.052, 0.038, 0.998);VALID;(0.102, 0.094, 0.990);(0.000, 0.000, 0.000);67.875;VALID;(0.193, 0.082, 0.978);(-0.034, 0.000, 0.000);0.308;4.092;13.304;VALID;(-0.018, 0.104, 0.994);(0.034, 0.000, 0.000);0.302;3.970;13.131;0.3153409;0
1332049;1000007030048947379;63806103223244;(-0.466, 0.118, -0.165);(0.011, -0.051, 0.037, 0.998);VALID;(0.106, 0.093, 0.990);(0.000, 0.000, 0.000);67.875;VALID;(0.195, 0.081, 0.977);(-0.034, 0.000, 0.000);0.308;4.093;13.304;VALID;(-0.015, 0.104, 0.995);(0.034, 0.000, 0.000);0.303;3.982;13.131;0.3154086;0
1332050;1000007030053948806;63806103223244;(-0.466, 0.118, -0.165);(0.011, -0.051, 0.037, 0.998);VALID;(0.112, 0.091, 0.990);(0.000, 0.000, 0.000);67.875;VALID;(0.198, 0.080, 0.977);(-0.034, 0.000, 0.000);0.308;4.094;13.304;VALID;(-0.012, 0.102, 0.995);(0.034, 0.000, 0.000);0.304;3.993;13.131;0.3161627;0
1332051;1000007030058950363;63806103223244;(-0.466, 0.118, -0.165);(0.011, -0.051, 0.037, 0.998);VALID;(0.119, 0.090, 0.989);(0.000, 0.000, 0.000);67.875;VALID;(0.201, 0.078, 0.977);(-0.034, 0.000, 0.000);0.308;4.096;13.304;VALID;(-0.009, 0.101, 0.995);(0.034, 0.000, 0.000);0.305;3.999;13.131;0.3157387;0
1332052;1000007030063951915;63806103223244;(-0.466, 0.118, -0.165);(0.011, -0.051, 0.037, 0.998);VALID;(0.126, 0.088, 0.988);(0.000, 0.000, 0.000);67.875;VALID;(0.203, 0.076, 0.976);(-0.034, 0.000, 0.000);0.308;4.102;13.304;VALID;(-0.007, 0.099, 0.995);(0.034, 0.000, 0.000);0.305;4.001;13.131;0.3158804;0
1332053;1000007030068953326;63806103223263;(-0.466, 0.119, -0.165);(0.010, -0.052, 0.035, 0.998);VALID;(0.123, 0.086, 0.989);(0.000, 0.000, 0.000);67.875;VALID;(0.205, 0.074, 0.976);(-0.034, 0.000, 0.000);0.308;4.104;13.304;VALID;(-0.005, 0.098, 0.995);(0.034, 0.000, 0.000);0.305;4.001;13.131;0.3155013;0
1332054;1000007030073954597;63806103223263;(-0.466, 0.119, -0.165);(0.010, -0.052, 0.035, 0.998);VALID;(0.121, 0.085, 0.989);(0.000, 0.000, 0.000);67.875;VALID;(0.207, 0.072, 0.976);(-0.034, 0.000, 0.000);0.308;4.103;13.304;VALID;(-0.003, 0.098, 0.995);(0.034, 0.000, 0.000);0.305;4.001;13.131;0.3139773;0
1332055;1000007030078955729;63806103223263;(-0.466, 0.119, -0.165);(0.010, -0.052, 0.035, 0.998);VALID;(0.122, 0.083, 0.989);(0.000, 0.000, 0.000);67.875;VALID;(0.209, 0.070, 0.976);(-0.034, 0.000, 0.000);0.308;4.103;13.304;VALID;(-0.001, 0.095, 0.995);(0.034, 0.000, 0.000);0.305;4.001;13.131;0.3141962;0
1332056;1000007030083956722;63806103223263;(-0.466, 0.119, -0.165);(0.010, -0.052, 0.035, 0.998);VALID;(0.125, 0.080, 0.989);(0.000, 0.000, 0.000);67.875;VALID;(0.210, 0.067, 0.975);(-0.034, 0.000, 0.000);0.308;4.102;13.304;VALID;(0.000, 0.093, 0.996);(0.034, 0.000, 0.000);0.305;4.001;13.131;0.3144101;0
1332057;1000007030088957576;63806103223282;(-0.466, 0.119, -0.166);(0.010, -0.052, 0.034, 0.998);VALID;(0.127, 0.078, 0.989);(0.000, 0.000, 0.000);67.875;VALID;(0.212, 0.065, 0.975);(-0.034, 0.000, 0.000);0.308;4.104;13.304;VALID;(0.001, 0.091, 0.996);(0.034, 0.000, 0.000);0.305;4.001;13.131;0.312758;0
1332058;1000007030093958320;63806103223282;(-0.466, 0.119, -0.166);(0.010, -0.052, 0.034, 0.998);VALID;(0.128, 0.076, 0.989);(0.000, 0.000, 0.000);67.875;VALID;(0.213, 0.063, 0.975);(-0.034, 0.000, 0.000);0.308;4.103;13.304;VALID;(0.002, 0.089, 0.996);(0.034, 0.000, 0.000);0.305;4.001;13.131;0.3124235;0
1332059;1000007030098959061;63806103223282;(-0.466, 0.119, -0.166);(0.010, -0.052, 0.034, 0.998);VALID;(0.123, 0.074, 0.990);(0.000, 0.000, 0.000);67.875;VALID;(0.215, 0.059, 0.975);(-0.034, 0.000, 0.000);0.308;4.104;13.304;VALID;(0.002, 0.089, 0.996);(0.034, 0.000, 0.000);0.305;4.000;13.131;0.3071609;0
1332060;1000007030103963260;63806103223282;(-0.466, 0.119, -0.166);(0.010, -0.052, 0.034, 0.998);VALID;(0.120, 0.072, 0.990);(0.000, 0.000, 0.000);67.875;VALID;(0.217, 0.056, 0.975);(-0.034, 0.000, 0.000);0.309;4.105;13.304;VALID;(0.001, 0.088, 0.996);(0.034, 0.000, 0.000);0.305;3.999;13.131;0.3032705;0
1332061;1000007030108967444;63806103223302;(-0.466, 0.119, -0.166);(0.010, -0.051, 0.034, 0.998);VALID;(0.118, 0.071, 0.990);(0.000, 0.000, 0.000);67.875;VALID;(0.218, 0.053, 0.974);(-0.034, 0.000, 0.000);0.309;4.108;13.304;VALID;(0.001, 0.087, 0.996);(0.034, 0.000, 0.000);0.304;3.997;13.131;0.3007559;0
1332062;1000007030113971614;63806103223302;(-0.466, 0.119, -0.166);(0.010, -0.051, 0.034, 0.998);VALID;(0.112, 0.070, 0.991);(0.000, 0.000, 0.000);67.875;VALID;(0.217, 0.051, 0.975);(-0.034, 0.000, 0.000);0.309;4.111;13.304;VALID;(0.000, 0.087, 0.996);(0.034, 0.000, 0.000);0.304;3.996;13.131;0.2990983;0
1332063;1000007030118972336;63806103223303;(-0.466, 0.119, -0.166);(0.010, -0.051, 0.034, 0.998);VALID;(0.107, 0.069, 0.992);(0.000, 0.000, 0.000);67.875;VALID;(0.218, 0.048, 0.975);(-0.034, 0.000, 0.000);0.309;4.112;13.304;VALID;(0.000, 0.087, 0.996);(0.034, 0.000, 0.000);0.304;3.995;13.131;0.2964882;0
1332064;1000007030123973191;63806103223303;(-0.466, 0.119, -0.166);(0.010, -0.051, 0.034, 0.998);VALID;(0.099, 0.068, 0.993);(0.000, 0.000, 0.000);67.875;VALID;(0.218, 0.046, 0.975);(-0.034, 0.000, 0.000);0.309;4.113;13.304;VALID;(-0.001, 0.087, 0.996);(0.034, 0.000, 0.000);0.304;3.994;13.131;0.295563;0
1332065;1000007030128974178;63806103223323;(-0.466, 0.119, -0.166);(0.010, -0.051, 0.034, 0.998);VALID;(0.091, 0.067, 0.994);(0.000, 0.000, 0.000);67.875;VALID;(0.217, 0.044, 0.975);(-0.034, 0.000, 0.000);0.309;4.114;13.304;VALID;(-0.001, 0.087, 0.996);(0.034, 0.000, 0.000);0.304;3.994;13.131;0.2951849;0
1332066;1000007030133975297;63806103223323;(-0.466, 0.119, -0.166);(0.010, -0.051, 0.034, 0.998);VALID;(0.084, 0.066, 0.994);(0.000, 0.000, 0.000);67.875;VALID;(0.217, 0.042, 0.975);(-0.034, 0.000, 0.000);0.309;4.115;13.304;VALID;(-0.001, 0.087, 0.996);(0.034, 0.000, 0.000);0.304;3.994;13.131;0.2944175;0
1332067;1000007030138976548;63806103223323;(-0.466, 0.119, -0.166);(0.010, -0.051, 0.034, 0.998);VALID;(0.081, 0.065, 0.995);(0.000, 0.000, 0.000);67.875;VALID;(0.217, 0.040, 0.975);(-0.034, 0.000, 0.000);0.309;4.115;13.304;VALID;(-0.001, 0.086, 0.996);(0.034, 0.000, 0.000);0.304;3.992;13.131;0.2940722;0
1332068;1000007030143977929;63806103223323;(-0.466, 0.119, -0.166);(0.010, -0.051, 0.034, 0.998);VALID;(0.077, 0.064, 0.995);(0.000, 0.000, 0.000);67.875;VALID;(0.216, 0.039, 0.976);(-0.034, 0.000, 0.000);0.309;4.114;13.304;VALID;(-0.001, 0.086, 0.996);(0.034, 0.000, 0.000);0.304;3.991;13.131;0.2934677;0
1332069;1000007030148979441;63806103223341;(-0.466, 0.119, -0.166);(0.009, -0.051, 0.035, 0.998);VALID;(0.071, 0.063, 0.995);(0.000, 0.000, 0.000);67.875;VALID;(0.216, 0.038, 0.976);(-0.034, 0.000, 0.000);0.309;4.113;13.304;VALID;(-0.001, 0.086, 0.996);(0.034, 0.000, 0.000);0.304;3.991;13.131;0.2928852;0
1332070;1000007030153984516;63806103223341;(-0.466, 0.119, -0.166);(0.009, -0.051, 0.035, 0.998);VALID;(0.068, 0.063, 0.996);(0.000, 0.000, 0.000);67.875;VALID;(0.216, 0.037, 0.976);(-0.034, 0.000, 0.000);0.309;4.113;13.304;VALID;(-0.001, 0.085, 0.996);(0.034, 0.000, 0.000);0.304;3.988;13.131;0.2928901;0
1332071;1000007030158986059;63806103223341;(-0.466, 0.119, -0.166);(0.009, -0.051, 0.035, 0.998);VALID;(0.066, 0.062, 0.996);(0.000, 0.000, 0.000);67.875;VALID;(0.216, 0.036, 0.976);(-0.034, 0.000, 0.000);0.309;4.112;13.304;VALID;(-0.001, 0.085, 0.996);(0.034, 0.000, 0.000);0.304;3.987;13.131;0.2931161;0
1332072;1000007030163987462;63806103223341;(-0.466, 0.119, -0.166);(0.009, -0.051, 0.035, 0.998);VALID;(0.065, 0.061, 0.996);(0.000, 0.000, 0.000);67.875;VALID;(0.216, 0.035, 0.976);(-0.034, 0.000, 0.000);0.309;4.112;13.304;VALID;(0.000, 0.085, 0.996);(0.034, 0.000, 0.000);0.304;3.986;13.131;0.2933597;0
1332073;1000007030168988752;63806103223367;(-0.466, 0.118, -0.166);(0.011, -0.050, 0.035, 0.998);VALID;(0.073, 0.060, 0.996);(0.000, 0.000, 0.000);67.875;VALID;(0.216, 0.034, 0.976);(-0.034, 0.000, 0.000);0.309;4.112;13.304;VALID;(0.001, 0.083, 0.997);(0.034, 0.000, 0.000);0.304;3.986;13.131;0.2954107;0
1332074;1000007030173989902;63806103223367;(-0.466, 0.118, -0.166);(0.011, -0.050, 0.035, 0.998);VALID;(0.077, 0.058, 0.995);(0.000, 0.000, 0.000);67.875;VALID;(0.216, 0.033, 0.976);(-0.034, 0.000, 0.000);0.309;4.111;13.304;VALID;(0.002, 0.081, 0.997);(0.034, 0.000, 0.000);0.304;3.986;13.131;0.2969036;0
1332075;1000007030178990913;63806103223367;(-0.466, 0.118, -0.166);(0.011, -0.050, 0.035, 0.998);VALID;(0.080, 0.057, 0.995);(0.000, 0.000, 0.000);67.875;VALID;(0.216, 0.033, 0.976);(-0.034, 0.000, 0.000);0.309;4.111;13.304;VALID;(0.003, 0.080, 0.997);(0.034, 0.000, 0.000);0.304;3.986;13.131;0.2983012;0
1332076;1000007030183991786;63806103223367;(-0.466, 0.118, -0.166);(0.011, -0.050, 0.035, 0.998);VALID;(0.081, 0.056, 0.995);(0.000, 0.000, 0.000);67.875;VALID;(0.216, 0.032, 0.976);(-0.034, 0.000, 0.000);0.309;4.111;13.304;VALID;(0.003, 0.079, 0.997);(0.034, 0.000, 0.000);0.304;3.986;13.131;0.299625;0
1332077;1000007030188992547;63806103223367;(-0.466, 0.118, -0.166);(0.011, -0.050, 0.035, 0.998);VALID;(0.082, 0.055, 0.995);(0.000, 0.000, 0.000);67.875;VALID;(0.216, 0.032, 0.976);(-0.034, 0.000, 0.000);0.309;4.111;13.304;VALID;(0.004, 0.078, 0.997);(0.034, 0.000, 0.000);0.304;3.986;13.131;0.301315;0
1332078;1000007030193996766;63806103223382;(-0.466, 0.118, -0.166);(0.011, -0.051, 0.036, 0.998);VALID;(0.083, 0.054, 0.995);(0.000, 0.000, 0.000);67.875;VALID;(0.216, 0.031, 0.976);(-0.034, 0.000, 0.000);0.309;4.111;13.304;VALID;(0.005, 0.077, 0.997);(0.034, 0.000, 0.000);0.304;3.986;13.131;0.3027123;0
1332079;1000007030199000971;63806103223382;(-0.466, 0.118, -0.166);(0.011, -0.051, 0.036, 0.998);VALID;(0.082, 0.054, 0.995);(0.000, 0.000, 0.000);67.875;VALID;(0.216, 0.031, 0.976);(-0.034, 0.000, 0.000);0.309;4.111;13.304;VALID;(0.005, 0.077, 0.997);(0.034, 0.000, 0.000);0.304;3.986;13.131;0.3022868;0
1332080;1000007030204005161;63806103223382;(-0.466, 0.118, -0.166);(0.011, -0.051, 0.036, 0.998);VALID;(0.081, 0.055, 0.995);(0.000, 0.000, 0.000);67.875;VALID;(0.216, 0.030, 0.976);(-0.034, 0.000, 0.000);0.309;4.110;13.304;VALID;(0.004, 0.077, 0.997);(0.034, 0.000, 0.000);0.304;3.987;13.131;0.3012029;0
1332081;1000007030209009337;63806103223403;(-0.467, 0.118, -0.166);(0.012, -0.050, 0.038, 0.998);VALID;(0.081, 0.054, 0.995);(0.000, 0.000, 0.000);67.875;VALID;(0.216, 0.030, 0.976);(-0.034, 0.000, 0.000);0.309;4.109;13.304;VALID;(0.005, 0.076, 0.997);(0.034, 0.000, 0.000);0.304;3.987;13.131;0.3017967;0
1332082;1000007030214010172;63806103223403;(-0.467, 0.118, -0.166);(0.012, -0.050, 0.038, 0.998);VALID;(0.082, 0.053, 0.995);(0.000, 0.000, 0.000);67.875;VALID;(0.216, 0.029, 0.976);(-0.034, 0.000, 0.000);0.309;4.109;13.304;VALID;(0.005, 0.076, 0.997);(0.034, 0.000, 0.000);0.304;3.987;13.131;0.3023602;0
1332083;1000007030219011140;63806103223403;(-0.467, 0.118, -0.166);(0.012, -0.050, 0.038, 0.998);VALID;(0.083, 0.052, 0.995);(0.000, 0.000, 0.000);67.875;VALID;(0.215, 0.029, 0.976);(-0.034, 0.000, 0.000);0.309;4.110;13.304;VALID;(0.005, 0.075, 0.997);(0.034, 0.000, 0.000);0.304;3.991;13.131;0.3024976;0
1332084;1000007030224012239;63806103223403;(-0.467, 0.118, -0.166);(0.012, -0.050, 0.038, 0.998);VALID;(0.084, 0.052, 0.995);(0.000, 0.000, 0.000);67.875;VALID;(0.215, 0.028, 0.976);(-0.034, 0.000, 0.000);0.309;4.111;13.304;VALID;(0.005, 0.074, 0.997);(0.034, 0.000, 0.000);0.304;3.995;13.131;0.3027274;0
1332085;1000007030229013470;63806103223424;(-0.467, 0.118, -0.166);(0.013, -0.050, 0.039, 0.998);VALID;(0.085, 0.051, 0.995);(0.000, 0.000, 0.000);67.875;VALID;(0.215, 0.028, 0.976);(-0.034, 0.000, 0.000);0.309;4.110;13.304;VALID;(0.005, 0.074, 0.997);(0.034, 0.000, 0.000);0.304;3.997;13.131;0.303062;0
1332086;1000007030234014832;63806103223424;(-0.467, 0.118, -0.166);(0.013, -0.050, 0.039, 0.998);VALID;(0.086, 0.051, 0.995);(0.000, 0.000, 0.000);67.875;VALID;(0.215, 0.028, 0.976);(-0.034, 0.000, 0.000);0.309;4.109;13.304;VALID;(0.004, 0.073, 0.997);(0.034, 0.000, 0.000);0.304;3.997;13.131;0.3035758;0
1332087;1000007030239016324;63806103223424;(-0.467, 0.118, -0.166);(0.013, -0.050, 0.039, 0.998);VALID;(0.084, 0.051, 0.995);(0.000, 0.000, 0.000);67.875;VALID;(0.215, 0.028, 0.976);(-0.034, 0.000, 0.000);0.309;4.108;13.304;VALID;(0.004, 0.074, 0.997);(0.034, 0.000, 0.000);0.304;3.996;13.131;0.3032806;0
1332088;1000007030244017946;63806103223424;(-0.467, 0.118, -0.166);(0.013, -0.050, 0.039, 0.998);VALID;(0.084, 0.051, 0.995);(0.000, 0.000, 0.000);67.875;VALID;(0.214, 0.028, 0.976);(-0.034, 0.000, 0.000);0.309;4.107;13.304;VALID;(0.004, 0.073, 0.997);(0.034, 0.000, 0.000);0.304;3.992;13.131;0.3037379;0
1332089;1000007030249023050;63806103223445;(-0.467, 0.117, -0.166);(0.014, -0.049, 0.040, 0.998);VALID;(0.085, 0.051, 0.995);(0.000, 0.000, 0.000);67.875;VALID;(0.214, 0.029, 0.977);(-0.034, 0.000, 0.000);0.309;4.105;13.304;VALID;(0.004, 0.073, 0.997);(0.034, 0.000, 0.000);0.304;3.989;13.131;0.3050193;0
1332090;1000007030254024567;63806103223445;(-0.467, 0.117, -0.166);(0.014, -0.049, 0.040, 0.998);VALID;(0.086, 0.051, 0.995);(0.000, 0.000, 0.000);67.875;VALID;(0.213, 0.029, 0.977);(-0.034, 0.000, 0.000);0.309;4.105;13.304;VALID;(0.004, 0.072, 0.997);(0.034, 0.000, 0.000);0.304;3.987;13.131;0.3065796;0
1332091;1000007030259025971;63806103223445;(-0.467, 0.117, -0.166);(0.014, -0.049, 0.040, 0.998);VALID;(0.088, 0.051, 0.995);(0.000, 0.000, 0.000);67.875;VALID;(0.212, 0.029, 0.977);(-0.034, 0.000, 0.000);0.309;4.105;13.304;VALID;(0.004, 0.071, 0.997);(0.034, 0.000, 0.000);0.303;3.982;13.131;0.3087454;0
1332092;1000007030264027235;63806103223445;(-0.467, 0.117, -0.166);(0.014, -0.049, 0.040, 0.998);VALID;(0.090, 0.051, 0.995);(0.000, 0.000, 0.000);67.875;VALID;(0.211, 0.029, 0.977);(-0.034, 0.000, 0.000);0.309;4.106;13.304;VALID;(0.004, 0.071, 0.998);(0.034, 0.000, 0.000);0.303;3.980;13.131;0.3113602;0
1332093;1000007030269028359;63806103223446;(-0.467, 0.117, -0.166);(0.014, -0.049, 0.040, 0.998);VALID;(0.093, 0.051, 0.994);(0.000, 0.000, 0.000);67.875;VALID;(0.210, 0.030, 0.977);(-0.034, 0.000, 0.000);0.309;4.108;13.304;VALID;(0.004, 0.070, 0.998);(0.034, 0.000, 0.000);0.303;3.979;13.131;0.3137659;0
1332094;1000007030274029344;63806103223464;(-0.467, 0.117, -0.166);(0.014, -0.048, 0.039, 0.998);VALID;(0.096, 0.051, 0.994);(0.000, 0.000, 0.000);67.875;VALID;(0.208, 0.030, 0.978);(-0.034, 0.000, 0.000);0.309;4.107;13.304;VALID;(0.004, 0.069, 0.998);(0.034, 0.000, 0.000);0.303;3.979;13.131;0.3163398;0
1332095;1000007030279030191;63806103223464;(-0.467, 0.117, -0.166);(0.014, -0.048, 0.039, 0.998);VALID;(0.096, 0.051, 0.994);(0.000, 0.000, 0.000);67.875;VALID;(0.207, 0.031, 0.978);(-0.034, 0.000, 0.000);0.309;4.106;13.304;VALID;(0.005, 0.070, 0.998);(0.034, 0.000, 0.000);0.303;3.978;13.131;0.3187124;0
1332096;1000007030284034415;63806103223464;(-0.467, 0.117, -0.166);(0.014, -0.048, 0.039, 0.998);VALID;(0.095, 0.052, 0.994);(0.000, 0.000, 0.000);67.875;VALID;(0.206, 0.031, 0.978);(-0.034, 0.000, 0.000);0.309;4.107;13.304;VALID;(0.005, 0.071, 0.997);(0.034, 0.000, 0.000);0.303;3.982;13.131;0.3199161;0
1332097;1000007030289038597;63806103223482;(-0.467, 0.117, -0.166);(0.014, -0.047, 0.039, 0.998);VALID;(0.096, 0.052, 0.994);(0.000, 0.000, 0.000);67.875;VALID;(0.205, 0.032, 0.978);(-0.034, 0.000, 0.000);0.308;4.092;13.304;VALID;(0.004, 0.071, 0.997);(0.034, 0.000, 0.000);0.304;3.996;13.131;0.3205404;0
1332098;1000007030294042765;63806103223482;(-0.467, 0.117, -0.166);(0.014, -0.047, 0.039, 0.998);VALID;(0.097, 0.052, 0.994);(0.000, 0.000, 0.000);67.875;VALID;(0.205, 0.033, 0.978);(-0.034, 0.000, 0.000);0.307;4.080;13.304;VALID;(0.004, 0.071, 0.997);(0.034, 0.000, 0.000);0.305;4.002;13.131;0.3211213;0
1332099;1000007030299046891;63806103223482;(-0.467, 0.117, -0.166);(0.014, -0.047, 0.039, 0.998);VALID;(0.096, 0.053, 0.994);(0.000, 0.000, 0.000);67.875;VALID;(0.203, 0.035, 0.978);(-0.034, 0.000, 0.000);0.307;4.081;13.304;VALID;(0.003, 0.071, 0.997);(0.034, 0.000, 0.000);0.305;4.004;13.131;0.3236307;0
1332100;1000007030304047650;63806103223482;(-0.467, 0.117, -0.166);(0.014, -0.047, 0.039, 0.998);VALID;(0.099, 0.053, 0.994);(0.000, 0.000, 0.000);67.875;VALID;(0.203, 0.036, 0.979);(-0.034, 0.000, 0.000);0.307;4.085;13.304;VALID;(0.003, 0.071, 0.997);(0.034, 0.000, 0.000);0.305;4.004;13.131;0.3252237;0
1332101;1000007030309048542;63806103223503;(-0.467, 0.117, -0.166);(0.014, -0.046, 0.040, 0.998);VALID;(0.100, 0.053, 0.994);(0.000, 0.000, 0.000);67.875;VALID;(0.202, 0.037, 0.979);(-0.034, 0.000, 0.000);0.307;4.089;13.304;VALID;(0.003, 0.072, 0.997);(0.034, 0.000, 0.000);0.305;4.000;13.131;0.3262442;0
1332102;1000007030314049566;63806103223503;(-0.467, 0.117, -0.166);(0.014, -0.046, 0.040, 0.998);VALID;(0.103, 0.054, 0.993);(0.000, 0.000, 0.000);67.875;VALID;(0.201, 0.038, 0.979);(-0.034, 0.000, 0.000);0.308;4.096;13.304;VALID;(0.003, 0.071, 0.997);(0.034, 0.000, 0.000);0.304;3.993;13.131;0.3293532;0
1332103;1000007030319050721;63806103223503;(-0.467, 0.117, -0.166);(0.014, -0.046, 0.040, 0.998);VALID;(0.100, 0.055, 0.993);(0.000, 0.000, 0.000);67.875;VALID;(0.200, 0.039, 0.979);(-0.034, 0.000, 0.000);0.308;4.103;13.304;VALID;(0.002, 0.072, 0.997);(0.034, 0.000, 0.000);0.304;3.987;13.131;0.3291888;0
1332104;1000007030324052007;63806103223503;(-0.467, 0.117, -0.166);(0.014, -0.046, 0.040, 0.998);VALID;(0.105, 0.055, 0.993);(0.000, 0.000, 0.000);67.875;VALID;(0.200, 0.041, 0.979);(-0.034, 0.000, 0.000);0.309;4.110;13.304;VALID;(0.002, 0.072, 0.997);(0.034, 0.000, 0.000);0.303;3.982;13.131;0.3293634;0
1332105;1000007030329053424;63806103223523;(-0.467, 0.117, -0.166);(0.015, -0.045, 0.041, 0.998);VALID;(0.103, 0.057, 0.993);(0.000, 0.000, 0.000);67.875;VALID;(0.199, 0.042, 0.979);(-0.034, 0.000, 0.000);0.309;4.111;13.304;VALID;(0.001, 0.074, 0.997);(0.034, 0.000, 0.000);0.303;3.978;13.131;0.3299573;0
1332106;1000007030334054971;63806103223523;(-0.467, 0.117, -0.166);(0.015, -0.045, 0.041, 0.998);VALID;(0.107, 0.058, 0.993);(0.000, 0.000, 0.000);67.875;VALID;(0.197, 0.043, 0.979);(-0.034, 0.000, 0.000);0.309;4.111;13.304;VALID;(0.000, 0.075, 0.997);(0.034, 0.000, 0.000);0.303;3.978;13.131;0.331289;0
1332107;1000007030339056594;63806103223523;(-0.467, 0.117, -0.166);(0.015, -0.045, 0.041, 0.998);VALID;(0.108, 0.059, 0.992);(0.000, 0.000, 0.000);67.875;VALID;(0.195, 0.044, 0.980);(-0.034, 0.000, 0.000);0.309;4.112;13.304;VALID;(-0.001, 0.075, 0.997);(0.034, 0.000, 0.000);0.303;3.977;13.131;0.3332476;0
