Frame;CaptureTime;LogTime;HMDPosition;HMDRotation;GazeStatus;CombinedGazeForward;CombinedGazePosition;InterPupillaryDistanceInMM;LeftEyeStatus;LeftEyeForward;LeftEyePosition;LeftPupilIrisDiameterRatio;LeftPupilDiameterInMM;LeftIrisDiameterInMM;RightEyeStatus;RightEyeForward;RightEyePosition;RightPupilIrisDiameterRatio;RightPupilDiameterInMM;RightIrisDiameterInMM;FocusDistance;FocusStability
1331486;1000007027232788897;63806103220424;(-0.434, 0.121, -0.172);(0.000, 0.069, 0.034, 0.997);VALID;(0.122, 0.073, 0.990);(0.000, 0.000, 0.000);67.875;VALID;(0.263, 0.054, 0.963);(-0.034, 0.000, 0.000);0.290;3.862;13.304;VALID;(0.078, 0.090, 0.993);(0.034, 0.000, 0.000);0.288;3.785;13.131;0.3421426;0
1331487;1000007027237789343;63806103220424;(-0.434, 0.121, -0.172);(0.000, 0.069, 0.034, 0.997);VALID;(0.122, 0.073, 0.990);(0.000, 0.000, 0.000);67.875;VALID;(0.263, 0.054, 0.963);(-0.034, 0.000, 0.000);0.290;3.856;13.304;VALID;(0.077, 0.090, 0.993);(0.034, 0.000, 0.000);0.288;3.784;13.131;0.3425323;0
1331488;1000007027242789679;63806103220424;(-0.434, 0.121, -0.172);(0.000, 0.069, 0.034, 0.997);VALID;(0.122, 0.073, 0.990);(0.000, 0.000, 0.000);67.875;VALID;(0.262, 0.054, 0.964);(-0.034, 0.000, 0.000);0.290;3.853;13.304;VALID;(0.077, 0.089, 0.993);(0.034, 0.000, 0.000);0.288;3.783;13.131;0.3431356;0
1331489;1000007027247790014;63806103220424;(-0.434, 0.121, -0.172);(0.000, 0.069, 0.034, 0.997);VALID;(0.121, 0.073, 0.990);(0.000, 0.000, 0.000);67.875;VALID;(0.261, 0.053, 0.964);(-0.034, 0.000, 0.000);0.289;3.850;13.304;VALID;(0.076, 0.089, 0.993);(0.034, 0.000, 0.000);0.288;3.781;13.131;0.3437023;0
1331490;1000007027252790347;63806103220441;(-0.434, 0.121, -0.172);(0.000, 0.070, 0.034, 0.997);VALID;(0.121, 0.073, 0.990);(0.000, 0.000, 0.000);67.875;VALID;(0.261, 0.053, 0.964);(-0.034, 0.000, 0.000);0.289;3.846;13.304;VALID;(0.076, 0.089, 0.993);(0.034, 0.000, 0.000);0.288;3.779;13.131;0.3440074;0
1331491;1000007027257794140;63806103220441;(-0.434, 0.121, -0.172);(0.000, 0.070, 0.034, 0.997);VALID;(0.121, 0.072, 0.990);(0.000, 0.000, 0.000);67.875;VALID;(0.260, 0.053, 0.964);(-0.034, 0.000, 0.000);0.289;3.843;13.304;VALID;(0.075, 0.089, 0.993);(0.034, 0.000, 0.000);0.288;3.777;13.131;0.344024;0
1331492;1000007027262797920;63806103220441;(-0.434, 0.121, -0.172);(0.000, 0.070, 0.034, 0.997);VALID;(0.121, 0.072, 0.990);(0.000, 0.000, 0.000);67.875;VALID;(0.260, 0.053, 0.964);(-0.034, 0.000, 0.000);0.289;3.841;13.304;VALID;(0.075, 0.088, 0.993);(0.034, 0.000, 0.000);0.288;3.776;13.131;0.3437136;0
1331493;1000007027267801687;63806103220460;(-0.434, 0.121, -0.172);(0.000, 0.071, 0.034, 0.997);VALID;(0.122, 0.072, 0.990);(0.000, 0.000, 0.000);67.875;VALID;(0.260, 0.053, 0.964);(-0.034, 0.000, 0.000);0.289;3.840;13.304;VALID;(0.074, 0.088, 0.993);(0.034, 0.000, 0.000);0.287;3.774;13.131;0.3439376;0
1331494;1000007027272805441;63806103220460;(-0.434, 0.121, -0.172);(0.000, 0.071, 0.034, 0.997);VALID;(0.121, 0.072, 0.990);(0.000, 0.000, 0.000);67.875;VALID;(0.259, 0.053, 0.964);(-0.034, 0.000, 0.000);0.289;3.840;13.304;VALID;(0.074, 0.088, 0.993);(0.034, 0.000, 0.000);0.287;3.773;13.131;0.3437285;0
1331495;1000007027277809182;63806103220460;(-0.434, 0.121, -0.172);(0.000, 0.071, 0.034, 0.997);VALID;(0.121, 0.072, 0.990);(0.000, 0.000, 0.000);67.875;VALID;(0.259, 0.053, 0.964);(-0.034, 0.000, 0.000);0.289;3.840;13.304;VALID;(0.073, 0.088, 0.993);(0.034, 0.000, 0.000);0.287;3.773;13.131;0.3435621;0
1331496;1000007027282812910;63806103220460;(-0.434, 0.121, -0.172);(0.000, 0.071, 0.034, 0.997);VALID;(0.121, 0.072, 0.990);(0.000, 0.000, 0.000);67.875;VALID;(0.258, 0.053, 0.965);(-0.034, 0.000, 0.000);0.288;3.837;13.304;VALID;(0.073, 0.087, 0.994);(0.034, 0.000, 0.000);0.287;3.773;13.131;0.3443968;0
1331497;1000007027287816625;63806103220481;(-0.434, 0.121, -0.172);(0.000, 0.072, 0.034, 0.997);VALID;(0.119, 0.072, 0.990);(0.000, 0.000, 0.000);67.875;VALID;(0.258, 0.053, 0.965);(-0.034, 0.000, 0.000);0.288;3.833;13.304;VALID;(0.072, 0.087, 0.994);(0.034, 0.000, 0.000);0.287;3.773;13.131;0.3448956;0
1331498;1000007027292816948;63806103220481;(-0.434, 0.121, -0.172);(0.000, 0.072, 0.034, 0.997);VALID;(0.118, 0.071, 0.990);(0.000, 0.000, 0.000);67.875;VALID;(0.257, 0.053, 0.965);(-0.034, 0.000, 0.000);0.287;3.824;13.304;VALID;(0.072, 0.087, 0.994);(0.034, 0.000, 0.000);0.287;3.773;13.131;0.3459778;0
1331499;1000007027297817405;63806103220481;(-0.434, 0.121, -0.172);(0.000, 0.072, 0.034, 0.997);VALID;(0.117, 0.071, 0.991);(0.000, 0.000, 0.000);67.875;VALID;(0.256, 0.053, 0.965);(-0.034, 0.000, 0.000);0.287;3.818;13.304;VALID;(0.071, 0.086, 0.994);(0.034, 0.000, 0.000);0.287;3.773;13.131;0.3470867;0
1331500;1000007027302817996;63806103220481;(-0.434, 0.121, -0.172);(0.000, 0.072, 0.034, 0.997);VALID;(0.117, 0.071, 0.991);(0.000, 0.000, 0.000);67.875;VALID;(0.255, 0.053, 0.966);(-0.034, 0.000, 0.000);0.287;3.817;13.304;VALID;(0.071, 0.086, 0.994);(0.034, 0.000, 0.000);0.287;3.774;13.131;0.3479142;0
1331501;1000007027307818585;63806103220501;(-0.433, 0.121, -0.172);(0.000, 0.072, 0.034, 0.997);VALID;(0.117, 0.071, 0.991);(0.000, 0.000, 0.000);67.875;VALID;(0.254, 0.053, 0.966);(-0.034, 0.000, 0.000);0.287;3.816;13.304;VALID;(0.070, 0.086, 0.994);(0.034, 0.000, 0.000);0.288;3.776;13.131;0.3485539;0
1331502;1000007027312819172;63806103220501;(-0.433, 0.121, -0.172);(0.000, 0.072, 0.034, 0.997);VALID;(0.116, 0.070, 0.991);(0.000, 0.000, 0.000);67.875;VALID;(0.253, 0.053, 0.966);(-0.034, 0.000, 0.000);0.287;3.816;13.304;VALID;(0.070, 0.086, 0.994);(0.034, 0.000, 0.000);0.288;3.779;13.131;0.3490523;0
1331503;1000007027317819757;63806103220501;(-0.433, 0.121, -0.172);(0.000, 0.072, 0.034, 0.997);VALID;(0.117, 0.070, 0.991);(0.000, 0.000, 0.000);67.875;VALID;(0.252, 0.053, 0.966);(-0.034, 0.000, 0.000);0.287;3.817;13.304;VALID;(0.069, 0.085, 0.994);(0.034, 0.000, 0.000);0.288;3.780;13.131;0.3498465;0
1331504;1000007027322820340;63806103220501;(-0.433, 0.121, -0.172);(0.000, 0.072, 0.034, 0.997);VALID;(0.116, 0.070, 0.991);(0.000, 0.000, 0.000);67.875;VALID;(0.250, 0.053, 0.967);(-0.034, 0.000, 0.000);0.287;3.817;13.304;VALID;(0.067, 0.085, 0.994);(0.034, 0.000, 0.000);0.288;3.781;13.131;0.3500966;0
1331505;1000007027327820895;63806103220519;(-0.433, 0.121, -0.172);(-0.001, 0.072, 0.034, 0.997);VALID;(0.115, 0.070, 0.991);(0.000, 0.000, 0.000);67.875;VALID;(0.249, 0.053, 0.967);(-0.034, 0.000, 0.000);0.287;3.818;13.304;VALID;(0.065, 0.085, 0.994);(0.034, 0.000, 0.000);0.288;3.783;13.131;0.3492671;0
1331506;1000007027332821312;63806103220519;(-0.433, 0.121, -0.172);(-0.001, 0.072, 0.034, 0.997);VALID;(0.114, 0.070, 0.991);(0.000, 0.000, 0.000);67.875;VALID;(0.247, 0.053, 0.967);(-0.034, 0.000, 0.000);0.287;3.820;13.304;VALID;(0.063, 0.085, 0.994);(0.034, 0.000, 0.000);0.288;3.783;13.131;0.3489904;0
1331507;1000007027337821620;63806103220519;(-0.433, 0.121, -0.172);(-0.001, 0.072, 0.034, 0.997);VALID;(0.114, 0.070, 0.991);(0.000, 0.000, 0.000);67.875;VALID;(0.245, 0.053, 0.968);(-0.034, 0.000, 0.000);0.287;3.822;13.304;VALID;(0.062, 0.085, 0.994);(0.034, 0.000, 0.000);0.288;3.783;13.131;0.3498743;0
1331508;1000007027342821926;63806103220537;(-0.433, 0.121, -0.172);(0.000, 0.073, 0.033, 0.997);VALID;(0.112, 0.070, 0.991);(0.000, 0.000, 0.000);67.875;VALID;(0.244, 0.053, 0.968);(-0.034, 0.000, 0.000);0.287;3.824;13.304;VALID;(0.060, 0.084, 0.995);(0.034, 0.000, 0.000);0.288;3.783;13.131;0.3512962;0
1331509;1000007027347825692;63806103220537;(-0.433, 0.121, -0.172);(0.000, 0.073, 0.033, 0.997);VALID;(0.111, 0.070, 0.991);(0.000, 0.000, 0.000);67.875;VALID;(0.242, 0.053, 0.969);(-0.034, 0.000, 0.000);0.288;3.828;13.304;VALID;(0.059, 0.084, 0.995);(0.034, 0.000, 0.000);0.288;3.784;13.131;0.3519482;0
1331510;1000007027352829445;63806103220537;(-0.433, 0.121, -0.172);(0.000, 0.073, 0.033, 0.997);VALID;(0.110, 0.070, 0.991);(0.000, 0.000, 0.000);67.875;VALID;(0.240, 0.053, 0.969);(-0.034, 0.000, 0.000);0.288;3.830;13.304;VALID;(0.058, 0.084, 0.995);(0.034, 0.000, 0.000);0.288;3.784;13.131;0.353337;0
1331511;1000007027357833185;63806103220537;(-0.433, 0.121, -0.172);(0.000, 0.073, 0.033, 0.997);VALID;(0.109, 0.069, 0.992);(0.000, 0.000, 0.000);67.875;VALID;(0.239, 0.053, 0.970);(-0.034, 0.000, 0.000);0.288;3.831;13.304;VALID;(0.056, 0.084, 0.995);(0.034, 0.000, 0.000);0.288;3.784;13.131;0.3532131;0
1331512;1000007027362836912;63806103220558;(-0.433, 0.121, -0.172);(0.000, 0.073, 0.033, 0.997);VALID;(0.107, 0.069, 0.992);(0.000, 0.000, 0.000);67.875;VALID;(0.237, 0.053, 0.970);(-0.034, 0.000, 0.000);0.288;3.831;13.304;VALID;(0.055, 0.084, 0.995);(0.034, 0.000, 0.000);0.288;3.784;13.131;0.353765;0
1331513;1000007027367840626;63806103220558;(-0.433, 0.121, -0.172);(0.000, 0.073, 0.033, 0.997);VALID;(0.106, 0.069, 0.992);(0.000, 0.000, 0.000);67.875;VALID;(0.236, 0.053, 0.970);(-0.034, 0.000, 0.000);0.288;3.831;13.304;VALID;(0.054, 0.084, 0.995);(0.034, 0.000, 0.000);0.288;3.784;13.131;0.3541367;0.02865625
1331514;1000007027372844328;63806103220558;(-0.433, 0.121, -0.172);(0.000, 0.073, 0.033, 0.997);VALID;(0.106, 0.069, 0.992);(0.000, 0.000, 0.000);67.875;VALID;(0.235, 0.053, 0.970);(-0.034, 0.000, 0.000);0.288;3.832;13.304;VALID;(0.053, 0.083, 0.995);(0.034, 0.000, 0.000);0.288;3.784;13.131;0.3541082;0.06024196
1331515;1000007027377848017;63806103220558;(-0.433, 0.121, -0.172);(0.000, 0.073, 0.033, 0.997);VALID;(0.104, 0.069, 0.992);(0.000, 0.000, 0.000);67.875;VALID;(0.234, 0.053, 0.971);(-0.034, 0.000, 0.000);0.288;3.832;13.304;VALID;(0.052, 0.083, 0.995);(0.034, 0.000, 0.000);0.288;3.785;13.131;0.3537289;0.02399949
1331516;1000007027382848287;63806103220578;(-0.433, 0.121, -0.172);(0.000, 0.073, 0.034, 0.997);VALID;(0.104, 0.069, 0.992);(0.000, 0.000, 0.000);67.875;VALID;(0.233, 0.053, 0.971);(-0.034, 0.000, 0.000);0.288;3.831;13.304;VALID;(0.051, 0.083, 0.995);(0.034, 0.000, 0.000);0.288;3.786;13.131;0.3542085;0.1478893
1331517;1000007027387848691;63806103220579;(-0.433, 0.121, -0.172);(0.000, 0.073, 0.034, 0.997);VALID;(0.103, 0.069, 0.992);(0.000, 0.000, 0.000);67.875;VALID;(0.232, 0.053, 0.971);(-0.034, 0.000, 0.000);0.288;3.829;13.304;VALID;(0.050, 0.083, 0.995);(0.034, 0.000, 0.000);0.288;3.786;13.131;0.3551742;0.1704423
1331518;1000007027392849229;63806103220579;(-0.433, 0.121, -0.172);(0.000, 0.073, 0.034, 0.997);VALID;(0.103, 0.069, 0.992);(0.000, 0.000, 0.000);67.875;VALID;(0.232, 0.053, 0.971);(-0.034, 0.000, 0.000);0.288;3.828;13.304;VALID;(0.050, 0.083, 0.995);(0.034, 0.000, 0.000);0.288;3.786;13.131;0.3552443;0.02174967
1331519;1000007027397849900;63806103220579;(-0.433, 0.121, -0.172);(0.000, 0.073, 0.034, 0.997);VALID;(0.104, 0.069, 0.992);(0.000, 0.000, 0.000);67.875;VALID;(0.232, 0.053, 0.971);(-0.034, 0.000, 0.000);0.288;3.828;13.304;VALID;(0.050, 0.083, 0.995);(0.034, 0.000, 0.000);0.288;3.787;13.131;0.354944;0.0682978
1331520;1000007027402850568;63806103220596;(-0.433, 0.121, -0.173);(0.000, 0.073, 0.034, 0.997);VALID;(0.105, 0.069, 0.992);(0.000, 0.000, 0.000);67.875;VALID;(0.232, 0.053, 0.971);(-0.034, 0.000, 0.000);0.288;3.827;13.304;VALID;(0.050, 0.083, 0.995);(0.034, 0.000, 0.000);0.288;3.788;13.131;0.3553076;0.03697859
1331521;1000007027407851234;63806103220596;(-0.433, 0.121, -0.173);(0.000, 0.073, 0.034, 0.997);VALID;(0.106, 0.069, 0.992);(0.000, 0.000, 0.000);67.875;VALID;(0.232, 0.053, 0.971);(-0.034, 0.000, 0.000);0.287;3.825;13.304;VALID;(0.050, 0.083, 0.995);(0.034, 0.000, 0.000);0.289;3.789;13.131;0.3553658;0.06933047
1331522;1000007027412851898;63806103220596;(-0.433, 0.121, -0.173);(0.000, 0.073, 0.034, 0.997);VALID;(0.106, 0.069, 0.992);(0.000, 0.000, 0.000);67.875;VALID;(0.232, 0.053, 0.971);(-0.034, 0.000, 0.000);0.287;3.823;13.304;VALID;(0.050, 0.083, 0.995);(0.034, 0.000, 0.000);0.289;3.791;13.131;0.3556891;0.1589503
1331523;1000007027417852560;63806103220596;(-0.433, 0.121, -0.173);(0.000, 0.073, 0.034, 0.997);VALID;(0.106, 0.069, 0.992);(0.000, 0.000, 0.000);67.875;VALID;(0.232, 0.054, 0.971);(-0.034, 0.000, 0.000);0.287;3.823;13.304;VALID;(0.049, 0.083, 0.995);(0.034, 0.000, 0.000);0.289;3.792;13.131;0.3555659;0.2637793
1331524;1000007027422853111;63806103220614;(-0.433, 0.121, -0.173);(0.000, 0.073, 0.034, 0.997);VALID;(0.106, 0.069, 0.992);(0.000, 0.000, 0.000);67.875;VALID;(0.232, 0.054, 0.971);(-0.034, 0.000, 0.000);0.287;3.820;13.304;VALID;(0.049, 0.083, 0.995);(0.034, 0.000, 0.000);0.289;3.793;13.131;0.3556239;0.2768106
1331525;1000007027427853525;63806103220614;(-0.433, 0.121, -0.173);(0.000, 0.073, 0.034, 0.997);VALID;(0.105, 0.069, 0.992);(0.000, 0.000, 0.000);67.875;VALID;(0.232, 0.054, 0.971);(-0.034, 0.000, 0.000);0.287;3.819;13.304;VALID;(0.048, 0.083, 0.995);(0.034, 0.000, 0.000);0.289;3.795;13.131;0.353437;0.02480851
1331526;1000007027432853830;63806103220614;(-0.433, 0.121, -0.173);(0.000, 0.073, 0.034, 0.997);VALID;(0.105, 0.069, 0.992);(0.000, 0.000, 0.000);67.875;VALID;(0.232, 0.055, 0.971);(-0.034, 0.000, 0.000);0.287;3.818;13.304;VALID;(0.048, 0.083, 0.995);(0.034, 0.000, 0.000);0.289;3.797;13.131;0.3529214;0
1331527;1000007027437857594;63806103220614;(-0.433, 0.121, -0.173);(0.000, 0.073, 0.034, 0.997);VALID;(0.105, 0.069, 0.992);(0.000, 0.000, 0.000);67.875;VALID;(0.231, 0.055, 0.971);(-0.034, 0.000, 0.000);0.287;3.818;13.304;VALID;(0.047, 0.083, 0.995);(0.034, 0.000, 0.000);0.289;3.799;13.131;0.351888;0
1331528;1000007027442861345;63806103220635;(-0.433, 0.121, -0.173);(-0.001, 0.073, 0.034, 0.997);VALID;(0.104, 0.069, 0.992);(0.000, 0.000, 0.000);67.875;VALID;(0.231, 0.055, 0.971);(-0.034, 0.000, 0.000);0.287;3.817;13.304;VALID;(0.046, 0.083, 0.996);(0.034, 0.000, 0.000);0.289;3.801;13.131;0.3508918;0
1331529;1000007027447865083;63806103220635;(-0.433, 0.121, -0.173);(-0.001, 0.073, 0.034, 0.997);VALID;(0.104, 0.069, 0.992);(0.000, 0.000, 0.000);67.875;VALID;(0.231, 0.055, 0.971);(-0.034, 0.000, 0.000);0.287;3.817;13.304;VALID;(0.046, 0.083, 0.996);(0.034, 0.000, 0.000);0.290;3.802;13.131;0.3513381;0
1331530;1000007027452868807;63806103220635;(-0.433, 0.121, -0.173);(-0.001, 0.073, 0.034, 0.997);VALID;(0.104, 0.069, 0.992);(0.000, 0.000, 0.000);67.875;VALID;(0.231, 0.055, 0.972);(-0.034, 0.000, 0.000);0.287;3.817;13.304;VALID;(0.045, 0.083, 0.996);(0.034, 0.000, 0.000);0.290;3.804;13.131;0.3502907;0
1331531;1000007027457872518;63806103220635;(-0.433, 0.121, -0.173);(-0.001, 0.073, 0.034, 0.997);VALID;(0.103, 0.069, 0.992);(0.000, 0.000, 0.000);67.875;VALID;(0.230, 0.055, 0.972);(-0.034, 0.000, 0.000);0.287;3.817;13.304;VALID;(0.044, 0.083, 0.996);(0.034, 0.000, 0.000);0.290;3.806;13.131;0.3490547;0
1331532;1000007027462876217;63806103220652;(-0.433, 0.121, -0.173);(-0.001, 0.073, 0.034, 0.997);VALID;(0.102, 0.070, 0.992);(0.000, 0.000, 0.000);67.875;VALID;(0.230, 0.055, 0.972);(-0.034, 0.000, 0.000);0.287;3.817;13.304;VALID;(0.043, 0.083, 0.996);(0.034, 0.000, 0.000);0.290;3.807;13.131;0.3475073;0
1331533;1000007027467879903;63806103220652;(-0.433, 0.121, -0.173);(-0.001, 0.073, 0.034, 0.997);VALID;(0.102, 0.070, 0.992);(0.000, 0.000, 0.000);67.875;VALID;(0.230, 0.056, 0.972);(-0.034, 0.000, 0.000);0.287;3.817;13.304;VALID;(0.043, 0.083, 0.996);(0.034, 0.000, 0.000);0.290;3.808;13.131;0.3467726;0
1331534;1000007027472880143;63806103220652;(-0.433, 0.121, -0.173);(-0.001, 0.073, 0.034, 0.997);VALID;(0.100, 0.070, 0.993);(0.000, 0.000, 0.000);67.875;VALID;(0.230, 0.056, 0.971);(-0.034, 0.000, 0.000);0.287;3.818;13.304;VALID;(0.042, 0.083, 0.996);(0.034, 0.000, 0.000);0.290;3.810;13.131;0.3451734;0
1331535;1000007027477880517;63806103220673;(-0.433, 0.121, -0.173);(-0.001, 0.072, 0.034, 0.997);VALID;(0.099, 0.070, 0.993);(0.000, 0.000, 0.000);67.875;VALID;(0.231, 0.056, 0.971);(-0.034, 0.000, 0.000);0.287;3.818;13.304;VALID;(0.041, 0.083, 0.996);(0.034, 0.000, 0.000);0.290;3.811;13.131;0.3439853;0
1331536;1000007027482881025;63806103220673;(-0.433, 0.121, -0.173);(-0.001, 0.072, 0.034, 0.997);VALID;(0.099, 0.070, 0.993);(0.000, 0.000, 0.000);67.875;VALID;(0.231, 0.057, 0.971);(-0.034, 0.000, 0.000);0.287;3.819;13.304;VALID;(0.041, 0.083, 0.996);(0.034, 0.000, 0.000);0.290;3.812;13.131;0.343574;0
1331537;1000007027487881666;63806103220673;(-0.433, 0.121, -0.173);(-0.001, 0.072, 0.034, 0.997);VALID;(0.098, 0.070, 0.993);(0.000, 0.000, 0.000);67.875;VALID;(0.230, 0.056, 0.972);(-0.034, 0.000, 0.000);0.287;3.818;13.304;VALID;(0.041, 0.083, 0.996);(0.034, 0.000, 0.000);0.290;3.813;13.131;0.3445895;0
1331538;1000007027492882440;63806103220673;(-0.433, 0.121, -0.173);(-0.001, 0.072, 0.034, 0.997);VALID;(0.098, 0.070, 0.993);(0.000, 0.000, 0.000);67.875;VALID;(0.230, 0.056, 0.972);(-0.034, 0.000, 0.000);0.287;3.818;13.304;VALID;(0.040, 0.083, 0.996);(0.034, 0.000, 0.000);0.290;3.814;13.131;0.3447783;0
1331539;1000007027497883212;63806103220692;(-0.433, 0.121, -0.173);(0.000, 0.072, 0.034, 0.997);VALID;(0.097, 0.070, 0.993);(0.000, 0.000, 0.000);67.875;VALID;(0.229, 0.056, 0.972);(-0.034, 0.000, 0.000);0.287;3.817;13.304;VALID;(0.041, 0.083, 0.996);(0.034, 0.000, 0.000);0.290;3.814;13.131;0.3458764;0
1331540;1000007027502883980;63806103220692;(-0.433, 0.121, -0.173);(0.000, 0.072, 0.034, 0.997);VALID;(0.097, 0.070, 0.993);(0.000, 0.000, 0.000);67.875;VALID;(0.229, 0.057, 0.972);(-0.034, 0.000, 0.000);0.287;3.817;13.304;VALID;(0.041, 0.083, 0.996);(0.034, 0.000, 0.000);0.291;3.815;13.131;0.3460851;0
1331541;1000007027507884746;63806103220692;(-0.433, 0.121, -0.173);(0.000, 0.072, 0.034, 0.997);VALID;(0.097, 0.070, 0.993);(0.000, 0.000, 0.000);67.875;VALID;(0.229, 0.057, 0.972);(-0.034, 0.000, 0.000);0.287;3.817;13.304;VALID;(0.041, 0.083, 0.996);(0.034, 0.000, 0.000);0.291;3.815;13.131;0.3466474;0
1331542;1000007027512885429;63806103220692;(-0.433, 0.121, -0.173);(0.000, 0.072, 0.034, 0.997);VALID;(0.097, 0.070, 0.993);(0.000, 0.000, 0.000);67.875;VALID;(0.229, 0.057, 0.972);(-0.034, 0.000, 0.000);0.287;3.817;13.304;VALID;(0.040, 0.083, 0.996);(0.034, 0.000, 0.000);0.291;3.816;13.131;0.3461938;0
1331543;1000007027517885974;63806103220712;(-0.433, 0.121, -0.173);(-0.001, 0.071, 0.034, 0.997);VALID;(0.097, 0.070, 0.993);(0.000, 0.000, 0.000);67.875;VALID;(0.228, 0.056, 0.972);(-0.034, 0.000, 0.000);0.287;3.814;13.304;VALID;(0.040, 0.083, 0.996);(0.034, 0.000, 0.000);0.291;3.817;13.131;0.3469161;0
1331544;1000007027522886382;63806103220712;(-0.433, 0.121, -0.173);(-0.001, 0.071, 0.034, 0.997);VALID;(0.098, 0.070, 0.993);(0.000, 0.000, 0.000);67.875;VALID;(0.228, 0.056, 0.972);(-0.034, 0.000, 0.000);0.287;3.813;13.304;VALID;(0.040, 0.083, 0.996);(0.034, 0.000, 0.000);0.291;3.817;13.131;0.3476207;0
1331545;1000007027527886680;63806103220712;(-0.433, 0.121, -0.173);(-0.001, 0.071, 0.034, 0.997);VALID;(0.099, 0.070, 0.993);(0.000, 0.000, 0.000);67.875;VALID;(0.228, 0.056, 0.972);(-0.034, 0.000, 0.000);0.287;3.813;13.304;VALID;(0.041, 0.083, 0.996);(0.034, 0.000, 0.000);0.291;3.818;13.131;0.3486502;0
1331546;1000007027532890438;63806103220712;(-0.433, 0.121, -0.173);(-0.001, 0.071, 0.034, 0.997);VALID;(0.099, 0.070, 0.993);(0.000, 0.000, 0.000);67.875;VALID;(0.227, 0.056, 0.972);(-0.034, 0.000, 0.000);0.287;3.813;13.304;VALID;(0.041, 0.082, 0.996);(0.034, 0.000, 0.000);0.291;3.818;13.131;0.349342;0
1331547;1000007027537894183;63806103220733;(-0.433, 0.121, -0.173);(-0.001, 0.070, 0.034, 0.997);VALID;(0.100, 0.069, 0.993);(0.000, 0.000, 0.000);67.875;VALID;(0.227, 0.056, 0.972);(-0.034, 0.000, 0.000);0.287;3.813;13.304;VALID;(0.041, 0.082, 0.996);(0.034, 0.000, 0.000);0.291;3.818;13.131;0.3503008;0
1331548;1000007027542897915;63806103220733;(-0.433, 0.121, -0.173);(-0.001, 0.070, 0.034, 0.997);VALID;(0.100, 0.069, 0.993);(0.000, 0.000, 0.000);67.875;VALID;(0.227, 0.056, 0.972);(-0.034, 0.000, 0.000);0.287;3.813;13.304;VALID;(0.041, 0.082, 0.996);(0.034, 0.000, 0.000);0.291;3.819;13.131;0.3513269;0
1331549;1000007027547901634;63806103220733;(-0.433, 0.121, -0.173);(-0.001, 0.070, 0.034, 0.997);VALID;(0.100, 0.069, 0.993);(0.000, 0.000, 0.000);67.875;VALID;(0.227, 0.056, 0.972);(-0.034, 0.000, 0.000);0.287;3.814;13.304;VALID;(0.041, 0.082, 0.996);(0.034, 0.000, 0.000);0.291;3.819;13.131;0.3512828;0
1331550;1000007027552905340;63806103220733;(-0.433, 0.121, -0.173);(-0.001, 0.070, 0.034, 0.997);VALID;(0.100, 0.069, 0.993);(0.000, 0.000, 0.000);67.875;VALID;(0.227, 0.055, 0.972);(-0.034, 0.000, 0.000);0.288;3.837;13.304;VALID;(0.042, 0.082, 0.996);(0.034, 0.000, 0.000);0.291;3.819;13.131;0.3510997;0
1331551;1000007027557909034;63806103220755;(-0.433, 0.121, -0.173);(0.000, 0.070, 0.034, 0.997);VALID;(0.099, 0.069, 0.993);(0.000, 0.000, 0.000);67.875;VALID;(0.228, 0.055, 0.972);(-0.034, 0.000, 0.000);0.291;3.873;13.304;VALID;(0.042, 0.082, 0.996);(0.034, 0.000, 0.000);0.291;3.819;13.131;0.3495219;0
1331552;1000007027562912715;63806103220755;(-0.433, 0.121, -0.173);(0.000, 0.070, 0.034, 0.997);VALID;(0.100, 0.069, 0.993);(0.000, 0.000, 0.000);67.875;VALID;(0.230, 0.055, 0.972);(-0.034, 0.000, 0.000);0.291;3.872;13.304;VALID;(0.044, 0.083, 0.996);(0.034, 0.000, 0.000);0.291;3.821;13.131;0.3486086;0
1331553;1000007027567913058;63806103220755;(-0.433, 0.121, -0.173);(0.000, 0.070, 0.034, 0.997);VALID;(0.100, 0.070, 0.993);(0.000, 0.000, 0.000);67.875;VALID;(0.235, 0.055, 0.970);(-0.034, 0.000, 0.000);0.291;3.878;13.304;VALID;(0.046, 0.083, 0.995);(0.034, 0.000, 0.000);0.291;3.822;13.131;0.342637;0
1331554;1000007027572913535;63806103220755;(-0.433, 0.121, -0.173);(0.000, 0.070, 0.034, 0.997);VALID;(0.102, 0.070, 0.992);(0.000, 0.000, 0.000);67.875;VALID;(0.241, 0.055, 0.969);(-0.034, 0.000, 0.000);0.292;3.880;13.304;VALID;(0.049, 0.083, 0.995);(0.034, 0.000, 0.000);0.291;3.821;13.131;0.3375252;0
1331555;1000007027577914146;63806103220755;(-0.433, 0.121, -0.173);(0.000, 0.070, 0.034, 0.997);VALID;(0.105, 0.070, 0.992);(0.000, 0.000, 0.000);67.875;VALID;(0.246, 0.054, 0.968);(-0.034, 0.000, 0.000);0.291;3.878;13.304;VALID;(0.053, 0.084, 0.995);(0.034, 0.000, 0.000);0.291;3.822;13.131;0.3346651;0
1331556;1000007027582914890;63806103220770;(-0.434, 0.121, -0.173);(-0.001, 0.070, 0.034, 0.997);VALID;(0.108, 0.070, 0.992);(0.000, 0.000, 0.000);67.875;VALID;(0.251, 0.054, 0.967);(-0.034, 0.000, 0.000);0.291;3.877;13.304;VALID;(0.057, 0.084, 0.995);(0.034, 0.000, 0.000);0.291;3.823;13.131;0.3328568;0
